,n_trees,n_interval,min_length,max_length,interval_type,time,accuracy,f1,recall
138,500,5,0.25,0.5,percentage,1.889190673828125,0.7419354838709677,0.7419354838709677,0.7419354838709677
139,500,5,0.25,0.7,percentage,1.8585526943206787,0.7096774193548387,0.7096774193548389,0.7096774193548387
140,500,5,0.25,1.0,percentage,1.876518964767456,0.7096774193548387,0.7096774193548389,0.7096774193548387
141,500,5,0.5,0.5,percentage,1.8614616394042969,0.6774193548387096,0.6774193548387096,0.6774193548387096
142,500,5,0.5,0.7,percentage,1.8821022510528564,0.7096774193548387,0.7096774193548389,0.7096774193548387
143,500,5,0.5,1.0,percentage,1.932753324508667,0.7096774193548387,0.7096774193548389,0.7096774193548387
144,500,10,0.05,0.05,percentage,1.9475367069244385,0.6129032258064516,0.6129032258064516,0.6129032258064516
145,500,10,0.05,0.1,percentage,1.9754712581634521,0.6451612903225806,0.6451612903225806,0.6451612903225806
146,500,10,0.05,0.25,percentage,1.940331220626831,0.7096774193548387,0.7096774193548389,0.7096774193548387
147,500,10,0.05,0.5,percentage,1.953866720199585,0.6774193548387096,0.6774193548387096,0.6774193548387096
148,500,10,0.05,0.7,percentage,1.9566001892089844,0.7096774193548387,0.7096774193548389,0.7096774193548387
149,500,10,0.05,1.0,percentage,1.9356491565704346,0.7419354838709677,0.7419354838709677,0.7419354838709677
150,500,10,0.1,0.1,percentage,1.9349215030670166,0.7419354838709677,0.7419354838709677,0.7419354838709677
151,500,10,0.1,0.25,percentage,1.9247567653656006,0.6129032258064516,0.6129032258064516,0.6129032258064516
152,500,10,0.1,0.5,percentage,1.9521265029907227,0.6129032258064516,0.6129032258064516,0.6129032258064516
153,500,10,0.1,0.7,percentage,1.9414973258972168,0.7096774193548387,0.7096774193548389,0.7096774193548387
154,500,10,0.1,1.0,percentage,1.93330717086792,0.7096774193548387,0.7096774193548389,0.7096774193548387
155,500,10,0.25,0.25,percentage,1.9592115879058838,0.7096774193548387,0.7096774193548389,0.7096774193548387
156,500,10,0.25,0.5,percentage,1.9582037925720215,0.7096774193548387,0.7096774193548389,0.7096774193548387
157,500,10,0.25,0.7,percentage,1.9445586204528809,0.7096774193548387,0.7096774193548389,0.7096774193548387
158,500,10,0.25,1.0,percentage,1.927283525466919,0.6774193548387096,0.6774193548387096,0.6774193548387096
159,500,10,0.5,0.5,percentage,1.939164638519287,0.6774193548387096,0.6774193548387096,0.6774193548387096
160,500,10,0.5,0.7,percentage,1.9499340057373047,0.7096774193548387,0.7096774193548389,0.7096774193548387
161,500,10,0.5,1.0,percentage,2.0115699768066406,0.7419354838709677,0.7419354838709677,0.7419354838709677
162,500,20,0.05,0.05,percentage,2.0772957801818848,0.5806451612903226,0.5806451612903226,0.5806451612903226
163,500,20,0.05,0.1,percentage,2.0979771614074707,0.6451612903225806,0.6451612903225806,0.6451612903225806
164,500,20,0.05,0.25,percentage,2.0753684043884277,0.7096774193548387,0.7096774193548389,0.7096774193548387
165,500,20,0.05,0.5,percentage,2.0730817317962646,0.6774193548387096,0.6774193548387096,0.6774193548387096
166,500,20,0.05,0.7,percentage,2.116842031478882,0.6774193548387096,0.6774193548387096,0.6774193548387096
167,500,20,0.05,1.0,percentage,2.1030919551849365,0.7096774193548387,0.7096774193548389,0.7096774193548387
168,500,20,0.1,0.1,percentage,2.0671873092651367,0.7096774193548387,0.7096774193548389,0.7096774193548387
169,500,20,0.1,0.25,percentage,2.1020896434783936,0.6774193548387096,0.6774193548387096,0.6774193548387096
170,500,20,0.1,0.5,percentage,2.0952417850494385,0.6774193548387096,0.6774193548387096,0.6774193548387096
171,500,20,0.1,0.7,percentage,2.157378911972046,0.6774193548387096,0.6774193548387096,0.6774193548387096
172,500,20,0.1,1.0,percentage,2.083688259124756,0.6774193548387096,0.6774193548387096,0.6774193548387096
173,500,20,0.25,0.25,percentage,2.0946996212005615,0.7096774193548387,0.7096774193548389,0.7096774193548387
174,500,20,0.25,0.5,percentage,2.083872079849243,0.7419354838709677,0.7419354838709677,0.7419354838709677
175,500,20,0.25,0.7,percentage,2.087366819381714,0.7419354838709677,0.7419354838709677,0.7419354838709677
176,500,20,0.25,1.0,percentage,2.0757346153259277,0.7419354838709677,0.7419354838709677,0.7419354838709677
177,500,20,0.5,0.5,percentage,2.0798263549804688,0.7096774193548387,0.7096774193548389,0.7096774193548387
178,500,20,0.5,0.7,percentage,2.1022162437438965,0.7096774193548387,0.7096774193548389,0.7096774193548387
179,500,20,0.5,1.0,percentage,2.106968402862549,0.7741935483870968,0.7741935483870968,0.7741935483870968
180,500,50,0.05,0.05,percentage,2.4898314476013184,0.6451612903225806,0.6451612903225806,0.6451612903225806
181,500,50,0.05,0.1,percentage,2.4982147216796875,0.6451612903225806,0.6451612903225806,0.6451612903225806
182,500,50,0.05,0.25,percentage,2.5069262981414795,0.6774193548387096,0.6774193548387096,0.6774193548387096
183,500,50,0.05,0.5,percentage,2.6161298751831055,0.6774193548387096,0.6774193548387096,0.6774193548387096
184,500,50,0.05,0.7,percentage,2.5237648487091064,0.7096774193548387,0.7096774193548389,0.7096774193548387
185,500,50,0.05,1.0,percentage,2.5834171772003174,0.7419354838709677,0.7419354838709677,0.7419354838709677
186,500,50,0.1,0.1,percentage,2.501275062561035,0.6774193548387096,0.6774193548387096,0.6774193548387096
187,500,50,0.1,0.25,percentage,2.497662305831909,0.6129032258064516,0.6129032258064516,0.6129032258064516
188,500,50,0.1,0.5,percentage,2.5055480003356934,0.7096774193548387,0.7096774193548389,0.7096774193548387
189,500,50,0.1,0.7,percentage,2.5249977111816406,0.7419354838709677,0.7419354838709677,0.7419354838709677
190,500,50,0.1,1.0,percentage,2.5500986576080322,0.7741935483870968,0.7741935483870968,0.7741935483870968
191,500,50,0.25,0.25,percentage,2.496922016143799,0.6774193548387096,0.6774193548387096,0.6774193548387096
192,500,50,0.25,0.5,percentage,2.497246503829956,0.6451612903225806,0.6451612903225806,0.6451612903225806
193,500,50,0.25,0.7,percentage,2.516389846801758,0.7419354838709677,0.7419354838709677,0.7419354838709677
194,500,50,0.25,1.0,percentage,2.59222412109375,0.7096774193548387,0.7096774193548389,0.7096774193548387
195,500,50,0.5,0.5,percentage,2.5369443893432617,0.7096774193548387,0.7096774193548389,0.7096774193548387
196,500,50,0.5,0.7,percentage,2.5604965686798096,0.6774193548387096,0.6774193548387096,0.6774193548387096
197,500,50,0.5,1.0,percentage,2.5631396770477295,0.7096774193548387,0.7096774193548389,0.7096774193548387
198,500,100,0.05,0.05,percentage,3.1279187202453613,0.6451612903225806,0.6451612903225806,0.6451612903225806
199,500,100,0.05,0.1,percentage,3.169100761413574,0.6774193548387096,0.6774193548387096,0.6774193548387096
200,500,100,0.05,0.25,percentage,3.2465364933013916,0.6451612903225806,0.6451612903225806,0.6451612903225806
201,500,100,0.05,0.5,percentage,3.2457921504974365,0.7096774193548387,0.7096774193548389,0.7096774193548387
202,500,100,0.05,0.7,percentage,3.4155337810516357,0.7419354838709677,0.7419354838709677,0.7419354838709677
203,500,100,0.05,1.0,percentage,3.2361793518066406,0.8064516129032258,0.8064516129032258,0.8064516129032258
204,500,100,0.1,0.1,percentage,3.406956911087036,0.6774193548387096,0.6774193548387096,0.6774193548387096
205,500,100,0.1,0.25,percentage,3.2437214851379395,0.6774193548387096,0.6774193548387096,0.6774193548387096
206,500,100,0.1,0.5,percentage,3.2577366828918457,0.7096774193548387,0.7096774193548389,0.7096774193548387
207,500,100,0.1,0.7,percentage,3.249814748764038,0.7419354838709677,0.7419354838709677,0.7419354838709677
208,500,100,0.1,1.0,percentage,3.230241060256958,0.7419354838709677,0.7419354838709677,0.7419354838709677
209,500,100,0.25,0.25,percentage,3.211313009262085,0.6451612903225806,0.6451612903225806,0.6451612903225806
210,500,100,0.25,0.5,percentage,3.271630048751831,0.7419354838709677,0.7419354838709677,0.7419354838709677
211,500,100,0.25,0.7,percentage,3.2543785572052,0.7419354838709677,0.7419354838709677,0.7419354838709677
212,500,100,0.25,1.0,percentage,3.2914609909057617,0.7096774193548387,0.7096774193548389,0.7096774193548387
213,500,100,0.5,0.5,percentage,3.376744031906128,0.7096774193548387,0.7096774193548389,0.7096774193548387
214,500,100,0.5,0.7,percentage,3.280579090118408,0.7096774193548387,0.7096774193548389,0.7096774193548387
215,500,100,0.5,1.0,percentage,3.318201780319214,0.7419354838709677,0.7419354838709677,0.7419354838709677
216,1000,3,0.05,0.05,percentage,2.8616509437561035,0.5806451612903226,0.5806451612903226,0.5806451612903226
217,1000,3,0.05,0.1,percentage,2.8341400623321533,0.6774193548387096,0.6774193548387096,0.6774193548387096
218,1000,3,0.05,0.25,percentage,2.870944023132324,0.6129032258064516,0.6129032258064516,0.6129032258064516
219,1000,3,0.05,0.5,percentage,2.8907339572906494,0.6451612903225806,0.6451612903225806,0.6451612903225806
220,1000,3,0.05,0.7,percentage,2.8685972690582275,0.6774193548387096,0.6774193548387096,0.6774193548387096
221,1000,3,0.05,1.0,percentage,2.8696494102478027,0.6774193548387096,0.6774193548387096,0.6774193548387096
222,1000,3,0.1,0.1,percentage,2.861448287963867,0.7096774193548387,0.7096774193548389,0.7096774193548387
223,1000,3,0.1,0.25,percentage,2.861769437789917,0.6451612903225806,0.6451612903225806,0.6451612903225806
224,1000,3,0.1,0.5,percentage,2.8747870922088623,0.6451612903225806,0.6451612903225806,0.6451612903225806
225,1000,3,0.1,0.7,percentage,2.844835042953491,0.7096774193548387,0.7096774193548389,0.7096774193548387
226,1000,3,0.1,1.0,percentage,2.8766746520996094,0.7096774193548387,0.7096774193548389,0.7096774193548387
227,1000,3,0.25,0.25,percentage,2.8444762229919434,0.6774193548387096,0.6774193548387096,0.6774193548387096
228,1000,3,0.25,0.5,percentage,2.8639564514160156,0.7419354838709677,0.7419354838709677,0.7419354838709677
229,1000,3,0.25,0.7,percentage,2.8578896522521973,0.7419354838709677,0.7419354838709677,0.7419354838709677
230,1000,3,0.25,1.0,percentage,2.8440537452697754,0.6774193548387096,0.6774193548387096,0.6774193548387096
231,1000,3,0.5,0.5,percentage,2.8291873931884766,0.6774193548387096,0.6774193548387096,0.6774193548387096
232,1000,3,0.5,0.7,percentage,2.8352837562561035,0.7419354838709677,0.7419354838709677,0.7419354838709677
233,1000,3,0.5,1.0,percentage,2.855815887451172,0.7096774193548387,0.7096774193548389,0.7096774193548387
234,1000,5,0.05,0.05,percentage,2.86045241355896,0.5806451612903226,0.5806451612903226,0.5806451612903226
235,1000,5,0.05,0.1,percentage,2.8565492630004883,0.6774193548387096,0.6774193548387096,0.6774193548387096
236,1000,5,0.05,0.25,percentage,2.867915153503418,0.6451612903225806,0.6451612903225806,0.6451612903225806
237,1000,5,0.05,0.5,percentage,2.8707613945007324,0.5806451612903226,0.5806451612903226,0.5806451612903226
238,1000,5,0.05,0.7,percentage,2.879727840423584,0.6129032258064516,0.6129032258064516,0.6129032258064516
239,1000,5,0.05,1.0,percentage,2.891287088394165,0.6451612903225806,0.6451612903225806,0.6451612903225806
240,1000,5,0.1,0.1,percentage,2.8748509883880615,0.6774193548387096,0.6774193548387096,0.6774193548387096
241,1000,5,0.1,0.25,percentage,2.883009910583496,0.6129032258064516,0.6129032258064516,0.6129032258064516
242,1000,5,0.1,0.5,percentage,2.867295503616333,0.6451612903225806,0.6451612903225806,0.6451612903225806
243,1000,5,0.1,0.7,percentage,2.8705549240112305,0.6451612903225806,0.6451612903225806,0.6451612903225806
244,1000,5,0.1,1.0,percentage,2.8883495330810547,0.6129032258064516,0.6129032258064516,0.6129032258064516
245,1000,5,0.25,0.25,percentage,2.833401918411255,0.7096774193548387,0.7096774193548389,0.7096774193548387
246,1000,5,0.25,0.5,percentage,2.8807032108306885,0.7419354838709677,0.7419354838709677,0.7419354838709677
247,1000,5,0.25,0.7,percentage,2.905794382095337,0.7096774193548387,0.7096774193548389,0.7096774193548387
248,1000,5,0.25,1.0,percentage,2.8732852935791016,0.7096774193548387,0.7096774193548389,0.7096774193548387
249,1000,5,0.5,0.5,percentage,2.872360944747925,0.6774193548387096,0.6774193548387096,0.6774193548387096
250,1000,5,0.5,0.7,percentage,2.863306999206543,0.7096774193548387,0.7096774193548389,0.7096774193548387
251,1000,5,0.5,1.0,percentage,2.8814167976379395,0.7419354838709677,0.7419354838709677,0.7419354838709677
252,1000,10,0.05,0.05,percentage,2.926342248916626,0.6129032258064516,0.6129032258064516,0.6129032258064516
253,1000,10,0.05,0.1,percentage,2.9524617195129395,0.6774193548387096,0.6774193548387096,0.6774193548387096
254,1000,10,0.05,0.25,percentage,2.951936721801758,0.7096774193548387,0.7096774193548389,0.7096774193548387
255,1000,10,0.05,0.5,percentage,2.940880060195923,0.6774193548387096,0.6774193548387096,0.6774193548387096
256,1000,10,0.05,0.7,percentage,2.960178852081299,0.7096774193548387,0.7096774193548389,0.7096774193548387
257,1000,10,0.05,1.0,percentage,2.9363107681274414,0.7096774193548387,0.7096774193548389,0.7096774193548387
