,dataset_name,n_trees,n_interval,min_length,max_length,interval_type,time,accuracy,f1,recall
88,animals.zip,100,5,5.0,200.0,,0.21347522735595703,0.7741935483870968,0.7741935483870968,0.7741935483870968
89,animals.zip,100,5,5.0,200.0,reverse_fill,0.2268214225769043,0.8709677419354839,0.8709677419354839,0.8709677419354839
90,animals.zip,100,5,5.0,500.0,,0.20471882820129395,0.7741935483870968,0.7741935483870968,0.7741935483870968
91,animals.zip,100,5,5.0,500.0,reverse_fill,0.22656655311584473,0.8709677419354839,0.8709677419354839,0.8709677419354839
92,animals.zip,100,5,5.0,700.0,,0.21667218208312988,0.7741935483870968,0.7741935483870968,0.7741935483870968
93,animals.zip,100,5,5.0,700.0,reverse_fill,0.22074556350708008,0.8709677419354839,0.8709677419354839,0.8709677419354839
94,animals.zip,100,5,5.0,inf,,0.21283626556396484,0.7741935483870968,0.7741935483870968,0.7741935483870968
95,animals.zip,100,5,5.0,inf,reverse_fill,0.21692347526550293,0.8709677419354839,0.8709677419354839,0.8709677419354839
96,animals.zip,100,5,10.0,10.0,,0.2264409065246582,0.7419354838709677,0.7419354838709677,0.7419354838709677
97,animals.zip,100,5,10.0,10.0,reverse_fill,0.2150881290435791,0.6774193548387096,0.6774193548387096,0.6774193548387096
98,animals.zip,100,5,10.0,20.0,,0.2126913070678711,0.7419354838709677,0.7419354838709677,0.7419354838709677
99,animals.zip,100,5,10.0,20.0,reverse_fill,0.22707629203796387,0.7419354838709677,0.7419354838709677,0.7419354838709677
100,animals.zip,100,5,10.0,50.0,,0.21984505653381348,0.7741935483870968,0.7741935483870968,0.7741935483870968
101,animals.zip,100,5,10.0,50.0,reverse_fill,0.22425413131713867,0.7419354838709677,0.7419354838709677,0.7419354838709677
102,animals.zip,100,5,10.0,100.0,,0.20763206481933594,0.7741935483870968,0.7741935483870968,0.7741935483870968
103,animals.zip,100,5,10.0,100.0,reverse_fill,0.22332119941711426,0.9354838709677419,0.9354838709677419,0.9354838709677419
104,animals.zip,100,5,10.0,200.0,,0.21823406219482422,0.7741935483870968,0.7741935483870968,0.7741935483870968
105,animals.zip,100,5,10.0,200.0,reverse_fill,0.2267148494720459,0.8709677419354839,0.8709677419354839,0.8709677419354839
106,animals.zip,100,5,10.0,500.0,,0.21230125427246094,0.7741935483870968,0.7741935483870968,0.7741935483870968
107,animals.zip,100,5,10.0,500.0,reverse_fill,0.22455620765686035,0.7741935483870968,0.7741935483870968,0.7741935483870968
108,animals.zip,100,5,10.0,700.0,,0.2186892032623291,0.7741935483870968,0.7741935483870968,0.7741935483870968
109,animals.zip,100,5,10.0,700.0,reverse_fill,0.21636533737182617,0.7741935483870968,0.7741935483870968,0.7741935483870968
110,animals.zip,100,5,10.0,inf,,0.22385025024414062,0.7741935483870968,0.7741935483870968,0.7741935483870968
111,animals.zip,100,5,10.0,inf,reverse_fill,0.23974394798278809,0.7741935483870968,0.7741935483870968,0.7741935483870968
112,animals.zip,100,5,20.0,20.0,,0.2153174877166748,0.7419354838709677,0.7419354838709677,0.7419354838709677
113,animals.zip,100,5,20.0,20.0,reverse_fill,0.22681069374084473,0.8387096774193549,0.8387096774193549,0.8387096774193549
114,animals.zip,100,5,20.0,50.0,,0.2073347568511963,0.7419354838709677,0.7419354838709677,0.7419354838709677
115,animals.zip,100,5,20.0,50.0,reverse_fill,0.24055218696594238,0.7419354838709677,0.7419354838709677,0.7419354838709677
116,animals.zip,100,5,20.0,100.0,,0.23358631134033203,0.7741935483870968,0.7741935483870968,0.7741935483870968
117,animals.zip,100,5,20.0,100.0,reverse_fill,0.23622536659240723,0.8709677419354839,0.8709677419354839,0.8709677419354839
118,animals.zip,100,5,20.0,200.0,,0.23068499565124512,0.7741935483870968,0.7741935483870968,0.7741935483870968
119,animals.zip,100,5,20.0,200.0,reverse_fill,0.24671626091003418,0.8709677419354839,0.8709677419354839,0.8709677419354839
120,animals.zip,100,5,20.0,500.0,,0.2368605136871338,0.7741935483870968,0.7741935483870968,0.7741935483870968
121,animals.zip,100,5,20.0,500.0,reverse_fill,0.2308485507965088,0.8064516129032258,0.8064516129032258,0.8064516129032258
122,animals.zip,100,5,20.0,700.0,,0.2208261489868164,0.7741935483870968,0.7741935483870968,0.7741935483870968
123,animals.zip,100,5,20.0,700.0,reverse_fill,0.2291393280029297,0.8064516129032258,0.8064516129032258,0.8064516129032258
124,animals.zip,100,5,20.0,inf,,0.22429585456848145,0.7741935483870968,0.7741935483870968,0.7741935483870968
125,animals.zip,100,5,20.0,inf,reverse_fill,0.23981618881225586,0.8064516129032258,0.8064516129032258,0.8064516129032258
126,animals.zip,100,5,50.0,50.0,,0.21590328216552734,0.5806451612903226,0.5806451612903226,0.5806451612903226
127,animals.zip,100,5,50.0,50.0,reverse_fill,0.21837949752807617,0.8709677419354839,0.8709677419354839,0.8709677419354839
128,animals.zip,100,5,50.0,100.0,,0.22421979904174805,0.7419354838709677,0.7419354838709677,0.7419354838709677
129,animals.zip,100,5,50.0,100.0,reverse_fill,0.23270010948181152,0.9032258064516129,0.9032258064516129,0.9032258064516129
130,animals.zip,100,5,50.0,200.0,,0.20687150955200195,0.7419354838709677,0.7419354838709677,0.7419354838709677
131,animals.zip,100,5,50.0,200.0,reverse_fill,0.2251889705657959,0.8387096774193549,0.8387096774193549,0.8387096774193549
132,animals.zip,100,5,50.0,500.0,,0.21310687065124512,0.7419354838709677,0.7419354838709677,0.7419354838709677
133,animals.zip,100,5,50.0,500.0,reverse_fill,0.2334761619567871,0.8387096774193549,0.8387096774193549,0.8387096774193549
134,animals.zip,100,5,50.0,700.0,,0.21091032028198242,0.7419354838709677,0.7419354838709677,0.7419354838709677
135,animals.zip,100,5,50.0,700.0,reverse_fill,0.22505998611450195,0.8387096774193549,0.8387096774193549,0.8387096774193549
136,animals.zip,100,5,50.0,inf,,0.21007966995239258,0.7419354838709677,0.7419354838709677,0.7419354838709677
137,animals.zip,100,5,50.0,inf,reverse_fill,0.2291862964630127,0.8387096774193549,0.8387096774193549,0.8387096774193549
138,animals.zip,100,5,100.0,100.0,,0.20696425437927246,0.7741935483870968,0.7741935483870968,0.7741935483870968
139,animals.zip,100,5,100.0,100.0,reverse_fill,0.2339625358581543,0.7741935483870968,0.7741935483870968,0.7741935483870968
140,animals.zip,100,5,100.0,200.0,,0.22443866729736328,0.7741935483870968,0.7741935483870968,0.7741935483870968
141,animals.zip,100,5,100.0,200.0,reverse_fill,0.23971176147460938,0.8709677419354839,0.8709677419354839,0.8709677419354839
142,animals.zip,100,5,100.0,500.0,,0.21801328659057617,0.7741935483870968,0.7741935483870968,0.7741935483870968
143,animals.zip,100,5,100.0,500.0,reverse_fill,0.23563528060913086,0.8064516129032258,0.8064516129032258,0.8064516129032258
144,animals.zip,100,5,100.0,700.0,,0.2300877571105957,0.7741935483870968,0.7741935483870968,0.7741935483870968
145,animals.zip,100,5,100.0,700.0,reverse_fill,0.23092985153198242,0.8064516129032258,0.8064516129032258,0.8064516129032258
146,animals.zip,100,5,100.0,inf,,0.21910357475280762,0.7741935483870968,0.7741935483870968,0.7741935483870968
147,animals.zip,100,5,100.0,inf,reverse_fill,0.2370154857635498,0.8064516129032258,0.8064516129032258,0.8064516129032258
148,animals.zip,100,5,200.0,200.0,,0.21973037719726562,0.8064516129032258,0.8064516129032258,0.8064516129032258
149,animals.zip,100,5,200.0,200.0,reverse_fill,0.23769736289978027,0.8709677419354839,0.8709677419354839,0.8709677419354839
150,animals.zip,100,5,200.0,500.0,,0.23115992546081543,0.8064516129032258,0.8064516129032258,0.8064516129032258
151,animals.zip,100,5,200.0,500.0,reverse_fill,0.2824366092681885,0.9032258064516129,0.9032258064516129,0.9032258064516129
152,animals.zip,100,5,200.0,700.0,,0.2364192008972168,0.8064516129032258,0.8064516129032258,0.8064516129032258
153,animals.zip,100,5,200.0,700.0,reverse_fill,0.2503471374511719,0.9032258064516129,0.9032258064516129,0.9032258064516129
154,animals.zip,100,5,200.0,inf,,0.22221136093139648,0.8064516129032258,0.8064516129032258,0.8064516129032258
155,animals.zip,100,5,200.0,inf,reverse_fill,0.227705717086792,0.9032258064516129,0.9032258064516129,0.9032258064516129
156,animals.zip,100,10,5.0,5.0,,0.2559678554534912,0.7096774193548387,0.7096774193548389,0.7096774193548387
157,animals.zip,100,10,5.0,5.0,reverse_fill,0.2813546657562256,0.6451612903225806,0.6451612903225806,0.6451612903225806
158,animals.zip,100,10,5.0,10.0,,0.2816050052642822,0.6774193548387096,0.6774193548387096,0.6774193548387096
159,animals.zip,100,10,5.0,10.0,reverse_fill,0.27987146377563477,0.5806451612903226,0.5806451612903226,0.5806451612903226
160,animals.zip,100,10,5.0,20.0,,0.2863171100616455,0.7096774193548387,0.7096774193548389,0.7096774193548387
161,animals.zip,100,10,5.0,20.0,reverse_fill,0.2963259220123291,0.5806451612903226,0.5806451612903226,0.5806451612903226
162,animals.zip,100,10,5.0,50.0,,0.2707047462463379,0.7419354838709677,0.7419354838709677,0.7419354838709677
163,animals.zip,100,10,5.0,50.0,reverse_fill,0.30319786071777344,0.7096774193548387,0.7096774193548389,0.7096774193548387
164,animals.zip,100,10,5.0,100.0,,0.27141356468200684,0.7741935483870968,0.7741935483870968,0.7741935483870968
165,animals.zip,100,10,5.0,100.0,reverse_fill,0.3005099296569824,0.8387096774193549,0.8387096774193549,0.8387096774193549
166,animals.zip,100,10,5.0,200.0,,0.27886033058166504,0.7741935483870968,0.7741935483870968,0.7741935483870968
167,animals.zip,100,10,5.0,200.0,reverse_fill,0.29798221588134766,0.8064516129032258,0.8064516129032258,0.8064516129032258
168,animals.zip,100,10,5.0,500.0,,0.2892425060272217,0.7741935483870968,0.7741935483870968,0.7741935483870968
169,animals.zip,100,10,5.0,500.0,reverse_fill,0.30082035064697266,0.8064516129032258,0.8064516129032258,0.8064516129032258
170,animals.zip,100,10,5.0,700.0,,0.29153943061828613,0.7741935483870968,0.7741935483870968,0.7741935483870968
171,animals.zip,100,10,5.0,700.0,reverse_fill,0.29421472549438477,0.8064516129032258,0.8064516129032258,0.8064516129032258
172,animals.zip,100,10,5.0,inf,,0.27460622787475586,0.7741935483870968,0.7741935483870968,0.7741935483870968
173,animals.zip,100,10,5.0,inf,reverse_fill,0.2936728000640869,0.8064516129032258,0.8064516129032258,0.8064516129032258
174,animals.zip,100,10,10.0,10.0,,0.291414737701416,0.7741935483870968,0.7741935483870968,0.7741935483870968
175,animals.zip,100,10,10.0,10.0,reverse_fill,0.28969883918762207,0.7419354838709677,0.7419354838709677,0.7419354838709677
176,animals.zip,100,10,10.0,20.0,,0.26970911026000977,0.8064516129032258,0.8064516129032258,0.8064516129032258
177,animals.zip,100,10,10.0,20.0,reverse_fill,0.30613207817077637,0.8064516129032258,0.8064516129032258,0.8064516129032258
178,animals.zip,100,10,10.0,50.0,,0.26560258865356445,0.7419354838709677,0.7419354838709677,0.7419354838709677
179,animals.zip,100,10,10.0,50.0,reverse_fill,0.306988000869751,0.7419354838709677,0.7419354838709677,0.7419354838709677
180,animals.zip,100,10,10.0,100.0,,0.27437663078308105,0.7741935483870968,0.7741935483870968,0.7741935483870968
181,animals.zip,100,10,10.0,100.0,reverse_fill,0.29489779472351074,0.8064516129032258,0.8064516129032258,0.8064516129032258
182,animals.zip,100,10,10.0,200.0,,0.2792017459869385,0.7741935483870968,0.7741935483870968,0.7741935483870968
183,animals.zip,100,10,10.0,200.0,reverse_fill,0.2998793125152588,0.9354838709677419,0.9354838709677419,0.9354838709677419
184,animals.zip,100,10,10.0,500.0,,0.27663707733154297,0.7741935483870968,0.7741935483870968,0.7741935483870968
185,animals.zip,100,10,10.0,500.0,reverse_fill,0.30301570892333984,0.8387096774193549,0.8387096774193549,0.8387096774193549
186,animals.zip,100,10,10.0,700.0,,0.292144775390625,0.7741935483870968,0.7741935483870968,0.7741935483870968
187,animals.zip,100,10,10.0,700.0,reverse_fill,0.35477519035339355,0.8387096774193549,0.8387096774193549,0.8387096774193549
188,animals.zip,100,10,10.0,inf,,0.30048632621765137,0.7741935483870968,0.7741935483870968,0.7741935483870968
189,animals.zip,100,10,10.0,inf,reverse_fill,0.30161452293395996,0.8387096774193549,0.8387096774193549,0.8387096774193549
190,animals.zip,100,10,20.0,20.0,,0.26923322677612305,0.7741935483870968,0.7741935483870968,0.7741935483870968
191,animals.zip,100,10,20.0,20.0,reverse_fill,0.29523205757141113,0.7419354838709677,0.7419354838709677,0.7419354838709677
192,animals.zip,100,10,20.0,50.0,,0.27694106101989746,0.7741935483870968,0.7741935483870968,0.7741935483870968
193,animals.zip,100,10,20.0,50.0,reverse_fill,0.3102264404296875,0.7741935483870968,0.7741935483870968,0.7741935483870968
194,animals.zip,100,10,20.0,100.0,,0.2705824375152588,0.7741935483870968,0.7741935483870968,0.7741935483870968
195,animals.zip,100,10,20.0,100.0,reverse_fill,0.302077054977417,0.8709677419354839,0.8709677419354839,0.8709677419354839
196,animals.zip,100,10,20.0,200.0,,0.27294254302978516,0.7741935483870968,0.7741935483870968,0.7741935483870968
197,animals.zip,100,10,20.0,200.0,reverse_fill,0.2947094440460205,0.8387096774193549,0.8387096774193549,0.8387096774193549
198,animals.zip,100,10,20.0,500.0,,0.2841200828552246,0.7741935483870968,0.7741935483870968,0.7741935483870968
199,animals.zip,100,10,20.0,500.0,reverse_fill,0.3086528778076172,0.8064516129032258,0.8064516129032258,0.8064516129032258
200,animals.zip,100,10,20.0,700.0,,0.28421998023986816,0.7741935483870968,0.7741935483870968,0.7741935483870968
201,animals.zip,100,10,20.0,700.0,reverse_fill,0.3105583190917969,0.8064516129032258,0.8064516129032258,0.8064516129032258
202,animals.zip,100,10,20.0,inf,,0.28546881675720215,0.7741935483870968,0.7741935483870968,0.7741935483870968
203,animals.zip,100,10,20.0,inf,reverse_fill,0.29921770095825195,0.8064516129032258,0.8064516129032258,0.8064516129032258
204,animals.zip,100,10,50.0,50.0,,0.269986629486084,0.6451612903225806,0.6451612903225806,0.6451612903225806
205,animals.zip,100,10,50.0,50.0,reverse_fill,0.28978562355041504,0.8709677419354839,0.8709677419354839,0.8709677419354839
206,animals.zip,100,10,50.0,100.0,,0.27710461616516113,0.7419354838709677,0.7419354838709677,0.7419354838709677
207,animals.zip,100,10,50.0,100.0,reverse_fill,0.307600736618042,0.8387096774193549,0.8387096774193549,0.8387096774193549
208,animals.zip,100,10,50.0,200.0,,0.2668321132659912,0.7741935483870968,0.7741935483870968,0.7741935483870968
209,animals.zip,100,10,50.0,200.0,reverse_fill,0.30975818634033203,0.8387096774193549,0.8387096774193549,0.8387096774193549
210,animals.zip,100,10,50.0,500.0,,0.27527427673339844,0.7741935483870968,0.7741935483870968,0.7741935483870968
211,animals.zip,100,10,50.0,500.0,reverse_fill,0.3114013671875,0.8064516129032258,0.8064516129032258,0.8064516129032258
212,animals.zip,100,10,50.0,700.0,,0.2786242961883545,0.7741935483870968,0.7741935483870968,0.7741935483870968
213,animals.zip,100,10,50.0,700.0,reverse_fill,0.2915942668914795,0.8064516129032258,0.8064516129032258,0.8064516129032258
214,animals.zip,100,10,50.0,inf,,0.2785060405731201,0.7741935483870968,0.7741935483870968,0.7741935483870968
215,animals.zip,100,10,50.0,inf,reverse_fill,0.3188459873199463,0.8064516129032258,0.8064516129032258,0.8064516129032258
216,animals.zip,100,10,100.0,100.0,,0.28380250930786133,0.7741935483870968,0.7741935483870968,0.7741935483870968
217,animals.zip,100,10,100.0,100.0,reverse_fill,0.29236674308776855,0.8064516129032258,0.8064516129032258,0.8064516129032258
218,animals.zip,100,10,100.0,200.0,,0.2811429500579834,0.7741935483870968,0.7741935483870968,0.7741935483870968
219,animals.zip,100,10,100.0,200.0,reverse_fill,0.2926297187805176,0.8387096774193549,0.8387096774193549,0.8387096774193549
220,animals.zip,100,10,100.0,500.0,,0.286456823348999,0.7741935483870968,0.7741935483870968,0.7741935483870968
221,animals.zip,100,10,100.0,500.0,reverse_fill,0.3172309398651123,0.8064516129032258,0.8064516129032258,0.8064516129032258
222,animals.zip,100,10,100.0,700.0,,0.2818009853363037,0.7741935483870968,0.7741935483870968,0.7741935483870968
223,animals.zip,100,10,100.0,700.0,reverse_fill,0.3133118152618408,0.8064516129032258,0.8064516129032258,0.8064516129032258
224,animals.zip,100,10,100.0,inf,,0.2760050296783447,0.7741935483870968,0.7741935483870968,0.7741935483870968
225,animals.zip,100,10,100.0,inf,reverse_fill,0.3155186176300049,0.8064516129032258,0.8064516129032258,0.8064516129032258
226,animals.zip,100,10,200.0,200.0,,0.2900712490081787,0.8387096774193549,0.8387096774193549,0.8387096774193549
227,animals.zip,100,10,200.0,200.0,reverse_fill,0.31522297859191895,0.8064516129032258,0.8064516129032258,0.8064516129032258
228,animals.zip,100,10,200.0,500.0,,0.2959156036376953,0.8387096774193549,0.8387096774193549,0.8387096774193549
229,animals.zip,100,10,200.0,500.0,reverse_fill,0.31255245208740234,0.7741935483870968,0.7741935483870968,0.7741935483870968
230,animals.zip,100,10,200.0,700.0,,0.29244184494018555,0.8387096774193549,0.8387096774193549,0.8387096774193549
231,animals.zip,100,10,200.0,700.0,reverse_fill,0.3052523136138916,0.7741935483870968,0.7741935483870968,0.7741935483870968
