,dataset_name,n_trees,n_interval,min_length,max_length,interval_type,time,accuracy,f1,recall
89,vehicles.zip,100,5,5.0,20.0,reverse_fill,0.46950459480285645,0.7130434782608696,0.7130434782608696,0.7130434782608696
90,vehicles.zip,100,5,5.0,50.0,,0.40747809410095215,0.7391304347826086,0.7391304347826085,0.7391304347826086
91,vehicles.zip,100,5,5.0,50.0,reverse_fill,0.4651775360107422,0.7130434782608696,0.7130434782608696,0.7130434782608696
92,vehicles.zip,100,5,5.0,100.0,,0.4334681034088135,0.7913043478260869,0.791304347826087,0.7913043478260869
93,vehicles.zip,100,5,5.0,100.0,reverse_fill,0.4742085933685303,0.7739130434782608,0.7739130434782608,0.7739130434782608
94,vehicles.zip,100,5,5.0,200.0,,0.45538878440856934,0.7913043478260869,0.791304347826087,0.7913043478260869
95,vehicles.zip,100,5,5.0,200.0,reverse_fill,0.4990653991699219,0.7739130434782608,0.7739130434782608,0.7739130434782608
96,vehicles.zip,100,5,5.0,500.0,,0.43099212646484375,0.8260869565217391,0.8260869565217391,0.8260869565217391
97,vehicles.zip,100,5,5.0,500.0,reverse_fill,0.5134074687957764,0.8608695652173913,0.8608695652173913,0.8608695652173913
98,vehicles.zip,100,5,5.0,700.0,,0.5506205558776855,0.8260869565217391,0.8260869565217391,0.8260869565217391
99,vehicles.zip,100,5,5.0,700.0,reverse_fill,0.5742664337158203,0.8,0.8000000000000002,0.8
100,vehicles.zip,100,5,5.0,inf,,0.5243532657623291,0.8260869565217391,0.8260869565217391,0.8260869565217391
101,vehicles.zip,100,5,5.0,inf,reverse_fill,0.5665872097015381,0.782608695652174,0.782608695652174,0.782608695652174
102,vehicles.zip,100,5,10.0,10.0,,0.45433521270751953,0.7739130434782608,0.7739130434782608,0.7739130434782608
103,vehicles.zip,100,5,10.0,10.0,reverse_fill,0.5080344676971436,0.7130434782608696,0.7130434782608696,0.7130434782608696
104,vehicles.zip,100,5,10.0,20.0,,0.4920310974121094,0.6956521739130435,0.6956521739130435,0.6956521739130435
105,vehicles.zip,100,5,10.0,20.0,reverse_fill,0.5079302787780762,0.7130434782608696,0.7130434782608696,0.7130434782608696
106,vehicles.zip,100,5,10.0,50.0,,0.5179400444030762,0.7391304347826086,0.7391304347826085,0.7391304347826086
107,vehicles.zip,100,5,10.0,50.0,reverse_fill,0.5207715034484863,0.7130434782608696,0.7130434782608696,0.7130434782608696
108,vehicles.zip,100,5,10.0,100.0,,0.4588963985443115,0.7565217391304347,0.7565217391304349,0.7565217391304347
109,vehicles.zip,100,5,10.0,100.0,reverse_fill,0.5343143939971924,0.7217391304347827,0.7217391304347827,0.7217391304347827
110,vehicles.zip,100,5,10.0,200.0,,0.4283623695373535,0.7913043478260869,0.791304347826087,0.7913043478260869
111,vehicles.zip,100,5,10.0,200.0,reverse_fill,0.4894099235534668,0.7913043478260869,0.791304347826087,0.7913043478260869
112,vehicles.zip,100,5,10.0,500.0,,0.44393420219421387,0.8173913043478261,0.817391304347826,0.8173913043478261
113,vehicles.zip,100,5,10.0,500.0,reverse_fill,0.5392904281616211,0.8521739130434782,0.8521739130434782,0.8521739130434782
114,vehicles.zip,100,5,10.0,700.0,,0.42303037643432617,0.8347826086956521,0.8347826086956521,0.8347826086956521
115,vehicles.zip,100,5,10.0,700.0,reverse_fill,0.5481967926025391,0.8,0.8000000000000002,0.8
116,vehicles.zip,100,5,10.0,inf,,0.45993566513061523,0.8347826086956521,0.8347826086956521,0.8347826086956521
117,vehicles.zip,100,5,10.0,inf,reverse_fill,0.5300514698028564,0.782608695652174,0.782608695652174,0.782608695652174
118,vehicles.zip,100,5,20.0,20.0,,0.4615664482116699,0.7391304347826086,0.7391304347826085,0.7391304347826086
119,vehicles.zip,100,5,20.0,20.0,reverse_fill,0.5481107234954834,0.7217391304347827,0.7217391304347827,0.7217391304347827
120,vehicles.zip,100,5,20.0,50.0,,0.4604618549346924,0.7913043478260869,0.791304347826087,0.7913043478260869
121,vehicles.zip,100,5,20.0,50.0,reverse_fill,0.5619103908538818,0.7391304347826086,0.7391304347826085,0.7391304347826086
122,vehicles.zip,100,5,20.0,100.0,,0.4462466239929199,0.7739130434782608,0.7739130434782608,0.7739130434782608
123,vehicles.zip,100,5,20.0,100.0,reverse_fill,0.49569153785705566,0.7391304347826086,0.7391304347826085,0.7391304347826086
124,vehicles.zip,100,5,20.0,200.0,,0.43149280548095703,0.8173913043478261,0.817391304347826,0.8173913043478261
125,vehicles.zip,100,5,20.0,200.0,reverse_fill,0.47438502311706543,0.7739130434782608,0.7739130434782608,0.7739130434782608
126,vehicles.zip,100,5,20.0,500.0,,0.4418971538543701,0.808695652173913,0.808695652173913,0.808695652173913
127,vehicles.zip,100,5,20.0,500.0,reverse_fill,0.5181150436401367,0.8434782608695652,0.8434782608695653,0.8434782608695652
128,vehicles.zip,100,5,20.0,700.0,,0.42920637130737305,0.8521739130434782,0.8521739130434782,0.8521739130434782
129,vehicles.zip,100,5,20.0,700.0,reverse_fill,0.501624345779419,0.8,0.8000000000000002,0.8
130,vehicles.zip,100,5,20.0,inf,,0.43276405334472656,0.8521739130434782,0.8521739130434782,0.8521739130434782
131,vehicles.zip,100,5,20.0,inf,reverse_fill,0.5168242454528809,0.782608695652174,0.782608695652174,0.782608695652174
132,vehicles.zip,100,5,50.0,50.0,,0.4813528060913086,0.8173913043478261,0.817391304347826,0.8173913043478261
133,vehicles.zip,100,5,50.0,50.0,reverse_fill,0.4833080768585205,0.7565217391304347,0.7565217391304349,0.7565217391304347
134,vehicles.zip,100,5,50.0,100.0,,0.4248232841491699,0.8,0.8000000000000002,0.8
135,vehicles.zip,100,5,50.0,100.0,reverse_fill,0.4852442741394043,0.7739130434782608,0.7739130434782608,0.7739130434782608
136,vehicles.zip,100,5,50.0,200.0,,0.42032694816589355,0.8173913043478261,0.817391304347826,0.8173913043478261
137,vehicles.zip,100,5,50.0,200.0,reverse_fill,0.4948139190673828,0.7913043478260869,0.791304347826087,0.7913043478260869
138,vehicles.zip,100,5,50.0,500.0,,0.4244699478149414,0.8173913043478261,0.817391304347826,0.8173913043478261
139,vehicles.zip,100,5,50.0,500.0,reverse_fill,0.5129127502441406,0.8,0.8000000000000002,0.8
140,vehicles.zip,100,5,50.0,700.0,,0.49807286262512207,0.8173913043478261,0.817391304347826,0.8173913043478261
141,vehicles.zip,100,5,50.0,700.0,reverse_fill,0.5572326183319092,0.8521739130434782,0.8521739130434782,0.8521739130434782
142,vehicles.zip,100,5,50.0,inf,,0.45378756523132324,0.8347826086956521,0.8347826086956521,0.8347826086956521
143,vehicles.zip,100,5,50.0,inf,reverse_fill,0.5351107120513916,0.8782608695652174,0.8782608695652175,0.8782608695652174
144,vehicles.zip,100,5,100.0,100.0,,0.513965368270874,0.7913043478260869,0.791304347826087,0.7913043478260869
145,vehicles.zip,100,5,100.0,100.0,reverse_fill,0.5169210433959961,0.7739130434782608,0.7739130434782608,0.7739130434782608
146,vehicles.zip,100,5,100.0,200.0,,0.47519516944885254,0.808695652173913,0.808695652173913,0.808695652173913
147,vehicles.zip,100,5,100.0,200.0,reverse_fill,0.6204173564910889,0.8,0.8000000000000002,0.8
148,vehicles.zip,100,5,100.0,500.0,,0.46630120277404785,0.8173913043478261,0.817391304347826,0.8173913043478261
149,vehicles.zip,100,5,100.0,500.0,reverse_fill,0.5875716209411621,0.8782608695652174,0.8782608695652175,0.8782608695652174
150,vehicles.zip,100,5,100.0,700.0,,0.44168567657470703,0.7913043478260869,0.791304347826087,0.7913043478260869
151,vehicles.zip,100,5,100.0,700.0,reverse_fill,0.5209717750549316,0.8521739130434782,0.8521739130434782,0.8521739130434782
152,vehicles.zip,100,5,100.0,inf,,0.42783665657043457,0.7913043478260869,0.791304347826087,0.7913043478260869
153,vehicles.zip,100,5,100.0,inf,reverse_fill,0.5252737998962402,0.8521739130434782,0.8521739130434782,0.8521739130434782
154,vehicles.zip,100,5,200.0,200.0,,0.4317939281463623,0.7739130434782608,0.7739130434782608,0.7739130434782608
155,vehicles.zip,100,5,200.0,200.0,reverse_fill,0.5608694553375244,0.8782608695652174,0.8782608695652175,0.8782608695652174
156,vehicles.zip,100,5,200.0,500.0,,0.4406404495239258,0.7913043478260869,0.791304347826087,0.7913043478260869
157,vehicles.zip,100,5,200.0,500.0,reverse_fill,0.507573127746582,0.8434782608695652,0.8434782608695653,0.8434782608695652
158,vehicles.zip,100,5,200.0,700.0,,0.43482327461242676,0.7913043478260869,0.791304347826087,0.7913043478260869
159,vehicles.zip,100,5,200.0,700.0,reverse_fill,0.5138454437255859,0.8434782608695652,0.8434782608695653,0.8434782608695652
160,vehicles.zip,100,5,200.0,inf,,0.44504857063293457,0.7913043478260869,0.791304347826087,0.7913043478260869
161,vehicles.zip,100,5,200.0,inf,reverse_fill,0.5348584651947021,0.8608695652173913,0.8608695652173913,0.8608695652173913
162,vehicles.zip,100,5,500.0,500.0,,0.4918019771575928,0.8173913043478261,0.817391304347826,0.8173913043478261
163,vehicles.zip,100,5,500.0,500.0,reverse_fill,0.5520122051239014,0.8347826086956521,0.8347826086956521,0.8347826086956521
164,vehicles.zip,100,5,500.0,700.0,,0.516563892364502,0.8347826086956521,0.8347826086956521,0.8347826086956521
165,vehicles.zip,100,5,500.0,700.0,reverse_fill,0.5685944557189941,0.8608695652173913,0.8608695652173913,0.8608695652173913
166,vehicles.zip,100,5,500.0,inf,,0.4950416088104248,0.8434782608695652,0.8434782608695653,0.8434782608695652
167,vehicles.zip,100,5,500.0,inf,reverse_fill,0.567559003829956,0.8869565217391304,0.8869565217391304,0.8869565217391304
168,vehicles.zip,100,10,5.0,5.0,,0.6246213912963867,0.7478260869565218,0.7478260869565218,0.7478260869565218
169,vehicles.zip,100,10,5.0,5.0,reverse_fill,0.7100415229797363,0.7130434782608696,0.7130434782608696,0.7130434782608696
170,vehicles.zip,100,10,5.0,10.0,,0.6866121292114258,0.808695652173913,0.808695652173913,0.808695652173913
171,vehicles.zip,100,10,5.0,10.0,reverse_fill,0.8461847305297852,0.7130434782608696,0.7130434782608696,0.7130434782608696
172,vehicles.zip,100,10,5.0,20.0,,0.7280540466308594,0.7739130434782608,0.7739130434782608,0.7739130434782608
173,vehicles.zip,100,10,5.0,20.0,reverse_fill,0.7768971920013428,0.7130434782608696,0.7130434782608696,0.7130434782608696
174,vehicles.zip,100,10,5.0,50.0,,0.6505746841430664,0.7739130434782608,0.7739130434782608,0.7739130434782608
175,vehicles.zip,100,10,5.0,50.0,reverse_fill,0.7284729480743408,0.7217391304347827,0.7217391304347827,0.7217391304347827
176,vehicles.zip,100,10,5.0,100.0,,0.6428484916687012,0.7739130434782608,0.7739130434782608,0.7739130434782608
177,vehicles.zip,100,10,5.0,100.0,reverse_fill,0.7194278240203857,0.7130434782608696,0.7130434782608696,0.7130434782608696
178,vehicles.zip,100,10,5.0,200.0,,0.7057492733001709,0.8260869565217391,0.8260869565217391,0.8260869565217391
179,vehicles.zip,100,10,5.0,200.0,reverse_fill,0.766284704208374,0.7652173913043478,0.7652173913043478,0.7652173913043478
180,vehicles.zip,100,10,5.0,500.0,,0.6384921073913574,0.8173913043478261,0.817391304347826,0.8173913043478261
181,vehicles.zip,100,10,5.0,500.0,reverse_fill,0.7702548503875732,0.8173913043478261,0.817391304347826,0.8173913043478261
182,vehicles.zip,100,10,5.0,700.0,,0.6785664558410645,0.8173913043478261,0.817391304347826,0.8173913043478261
183,vehicles.zip,100,10,5.0,700.0,reverse_fill,0.9219646453857422,0.8347826086956521,0.8347826086956521,0.8347826086956521
184,vehicles.zip,100,10,5.0,inf,,0.677238941192627,0.8347826086956521,0.8347826086956521,0.8347826086956521
185,vehicles.zip,100,10,5.0,inf,reverse_fill,0.8419640064239502,0.8695652173913043,0.8695652173913043,0.8695652173913043
186,vehicles.zip,100,10,10.0,10.0,,0.6204085350036621,0.782608695652174,0.782608695652174,0.782608695652174
187,vehicles.zip,100,10,10.0,10.0,reverse_fill,0.7919657230377197,0.7130434782608696,0.7130434782608696,0.7130434782608696
188,vehicles.zip,100,10,10.0,20.0,,0.6868064403533936,0.782608695652174,0.782608695652174,0.782608695652174
189,vehicles.zip,100,10,10.0,20.0,reverse_fill,0.7839450836181641,0.7130434782608696,0.7130434782608696,0.7130434782608696
190,vehicles.zip,100,10,10.0,50.0,,0.6169748306274414,0.8173913043478261,0.817391304347826,0.8173913043478261
191,vehicles.zip,100,10,10.0,50.0,reverse_fill,0.7502110004425049,0.7130434782608696,0.7130434782608696,0.7130434782608696
192,vehicles.zip,100,10,10.0,100.0,,0.633312463760376,0.8,0.8000000000000002,0.8
193,vehicles.zip,100,10,10.0,100.0,reverse_fill,0.8060786724090576,0.7304347826086957,0.7304347826086957,0.7304347826086957
194,vehicles.zip,100,10,10.0,200.0,,0.6657683849334717,0.808695652173913,0.808695652173913,0.808695652173913
195,vehicles.zip,100,10,10.0,200.0,reverse_fill,0.833486795425415,0.7739130434782608,0.7739130434782608,0.7739130434782608
196,vehicles.zip,100,10,10.0,500.0,,0.650137186050415,0.8260869565217391,0.8260869565217391,0.8260869565217391
197,vehicles.zip,100,10,10.0,500.0,reverse_fill,0.7827966213226318,0.8434782608695652,0.8434782608695653,0.8434782608695652
198,vehicles.zip,100,10,10.0,700.0,,0.6434438228607178,0.8173913043478261,0.817391304347826,0.8173913043478261
199,vehicles.zip,100,10,10.0,700.0,reverse_fill,0.8020288944244385,0.8608695652173913,0.8608695652173913,0.8608695652173913
200,vehicles.zip,100,10,10.0,inf,,0.7475559711456299,0.8173913043478261,0.817391304347826,0.8173913043478261
201,vehicles.zip,100,10,10.0,inf,reverse_fill,0.9171547889709473,0.8434782608695652,0.8434782608695653,0.8434782608695652
202,vehicles.zip,100,10,20.0,20.0,,0.6452503204345703,0.7652173913043478,0.7652173913043478,0.7652173913043478
203,vehicles.zip,100,10,20.0,20.0,reverse_fill,0.7370147705078125,0.7130434782608696,0.7130434782608696,0.7130434782608696
204,vehicles.zip,100,10,20.0,50.0,,0.6394915580749512,0.8,0.8000000000000002,0.8
205,vehicles.zip,100,10,20.0,50.0,reverse_fill,0.8319728374481201,0.7304347826086957,0.7304347826086957,0.7304347826086957
206,vehicles.zip,100,10,20.0,100.0,,0.7368941307067871,0.7913043478260869,0.791304347826087,0.7913043478260869
207,vehicles.zip,100,10,20.0,100.0,reverse_fill,0.7586205005645752,0.7565217391304347,0.7565217391304349,0.7565217391304347
208,vehicles.zip,100,10,20.0,200.0,,0.6450004577636719,0.808695652173913,0.808695652173913,0.808695652173913
209,vehicles.zip,100,10,20.0,200.0,reverse_fill,0.7504775524139404,0.8,0.8000000000000002,0.8
210,vehicles.zip,100,10,20.0,500.0,,0.6743743419647217,0.8260869565217391,0.8260869565217391,0.8260869565217391
211,vehicles.zip,100,10,20.0,500.0,reverse_fill,0.8644564151763916,0.8260869565217391,0.8260869565217391,0.8260869565217391
212,vehicles.zip,100,10,20.0,700.0,,0.7003130912780762,0.8173913043478261,0.817391304347826,0.8173913043478261
213,vehicles.zip,100,10,20.0,700.0,reverse_fill,0.8991954326629639,0.8434782608695652,0.8434782608695653,0.8434782608695652
214,vehicles.zip,100,10,20.0,inf,,0.7276103496551514,0.8173913043478261,0.817391304347826,0.8173913043478261
215,vehicles.zip,100,10,20.0,inf,reverse_fill,0.9216232299804688,0.8608695652173913,0.8608695652173913,0.8608695652173913
216,vehicles.zip,100,10,50.0,50.0,,0.6456012725830078,0.8260869565217391,0.8260869565217391,0.8260869565217391
217,vehicles.zip,100,10,50.0,50.0,reverse_fill,0.8309938907623291,0.7652173913043478,0.7652173913043478,0.7652173913043478
218,vehicles.zip,100,10,50.0,100.0,,0.6654691696166992,0.8173913043478261,0.817391304347826,0.8173913043478261
219,vehicles.zip,100,10,50.0,100.0,reverse_fill,0.7920494079589844,0.7652173913043478,0.7652173913043478,0.7652173913043478
220,vehicles.zip,100,10,50.0,200.0,,0.7096681594848633,0.8260869565217391,0.8260869565217391,0.8260869565217391
221,vehicles.zip,100,10,50.0,200.0,reverse_fill,0.7441580295562744,0.8,0.8000000000000002,0.8
222,vehicles.zip,100,10,50.0,500.0,,0.6975481510162354,0.8173913043478261,0.817391304347826,0.8173913043478261
223,vehicles.zip,100,10,50.0,500.0,reverse_fill,0.7878901958465576,0.8434782608695652,0.8434782608695653,0.8434782608695652
224,vehicles.zip,100,10,50.0,700.0,,0.7016143798828125,0.8173913043478261,0.817391304347826,0.8173913043478261
225,vehicles.zip,100,10,50.0,700.0,reverse_fill,0.9584009647369385,0.8521739130434782,0.8521739130434782,0.8521739130434782
226,vehicles.zip,100,10,50.0,inf,,0.6730406284332275,0.8260869565217391,0.8260869565217391,0.8260869565217391
227,vehicles.zip,100,10,50.0,inf,reverse_fill,0.8360893726348877,0.8521739130434782,0.8521739130434782,0.8521739130434782
228,vehicles.zip,100,10,100.0,100.0,,0.681776762008667,0.7739130434782608,0.7739130434782608,0.7739130434782608
229,vehicles.zip,100,10,100.0,100.0,reverse_fill,0.7555303573608398,0.808695652173913,0.808695652173913,0.808695652173913
230,vehicles.zip,100,10,100.0,200.0,,0.6391189098358154,0.782608695652174,0.782608695652174,0.782608695652174
