,n_trees,n_interval,min_length,time,accuracy,f1,recall
270,5000,100,500,46.440126180648804,0.8695652173913043,0.8695652173913043,0.8695652173913043
271,5000,100,1000,44.37112021446228,0.8521739130434782,0.8521739130434782,0.8521739130434782
272,5000,200,5,84.99317860603333,0.8695652173913043,0.8695652173913043,0.8695652173913043
273,5000,200,10,82.90796256065369,0.8608695652173913,0.8608695652173913,0.8608695652173913
274,5000,200,20,81.48189568519592,0.8608695652173913,0.8608695652173913,0.8608695652173913
275,5000,200,50,86.94921946525574,0.8782608695652174,0.8782608695652175,0.8782608695652174
276,5000,200,100,82.97531294822693,0.8782608695652174,0.8782608695652175,0.8782608695652174
277,5000,200,200,85.89696979522705,0.8608695652173913,0.8608695652173913,0.8608695652173913
278,5000,200,500,81.2731544971466,0.8521739130434782,0.8521739130434782,0.8521739130434782
279,5000,200,1000,80.87685179710388,0.8608695652173913,0.8608695652173913,0.8608695652173913
