,n_trees,n_interval,min_length,max_length,interval_type,time,accuracy,f1,recall
0,100,3,500.0,500.0,,13.834482192993164,0.808695652173913,0.808695652173913,0.808695652173913
1,100,3,500.0,500.0,reverse_fill,14.006163835525513,0.808695652173913,0.808695652173913,0.808695652173913
2,100,3,500.0,1000.0,,14.138256311416626,0.808695652173913,0.808695652173913,0.808695652173913
3,100,3,500.0,1000.0,reverse_fill,14.18885326385498,0.808695652173913,0.808695652173913,0.808695652173913
4,100,3,500.0,5000.0,,14.632171392440796,0.808695652173913,0.808695652173913,0.808695652173913
5,100,3,500.0,5000.0,reverse_fill,14.179097890853882,0.808695652173913,0.808695652173913,0.808695652173913
6,100,3,500.0,20000.0,,14.068883180618286,0.808695652173913,0.808695652173913,0.808695652173913
7,100,3,500.0,20000.0,reverse_fill,14.259854555130005,0.808695652173913,0.808695652173913,0.808695652173913
8,100,3,500.0,50000.0,,14.61094069480896,0.808695652173913,0.808695652173913,0.808695652173913
9,100,3,500.0,50000.0,reverse_fill,14.942853450775146,0.808695652173913,0.808695652173913,0.808695652173913
10,100,3,500.0,inf,,14.415452718734741,0.808695652173913,0.808695652173913,0.808695652173913
11,100,3,500.0,inf,reverse_fill,14.665345191955566,0.808695652173913,0.808695652173913,0.808695652173913
12,100,3,1000.0,1000.0,,14.002681255340576,0.808695652173913,0.808695652173913,0.808695652173913
13,100,3,1000.0,1000.0,reverse_fill,14.356573820114136,0.8260869565217391,0.8260869565217391,0.8260869565217391
14,100,3,1000.0,5000.0,,14.17454481124878,0.808695652173913,0.808695652173913,0.808695652173913
15,100,3,1000.0,5000.0,reverse_fill,14.253599166870117,0.8260869565217391,0.8260869565217391,0.8260869565217391
16,100,3,1000.0,20000.0,,14.014657497406006,0.808695652173913,0.808695652173913,0.808695652173913
17,100,3,1000.0,20000.0,reverse_fill,14.196586608886719,0.8260869565217391,0.8260869565217391,0.8260869565217391
18,100,3,1000.0,50000.0,,13.989744901657104,0.808695652173913,0.808695652173913,0.808695652173913
19,100,3,1000.0,50000.0,reverse_fill,14.31603717803955,0.8260869565217391,0.8260869565217391,0.8260869565217391
20,100,3,1000.0,inf,,14.250226497650146,0.808695652173913,0.808695652173913,0.808695652173913
21,100,3,1000.0,inf,reverse_fill,14.06144642829895,0.8260869565217391,0.8260869565217391,0.8260869565217391
22,100,3,5000.0,5000.0,,14.109378337860107,0.8,0.8000000000000002,0.8
23,100,3,5000.0,5000.0,reverse_fill,14.141013383865356,0.8260869565217391,0.8260869565217391,0.8260869565217391
24,100,3,5000.0,20000.0,,14.093761444091797,0.8,0.8000000000000002,0.8
25,100,3,5000.0,20000.0,reverse_fill,14.214554786682129,0.8260869565217391,0.8260869565217391,0.8260869565217391
26,100,3,5000.0,50000.0,,14.150930643081665,0.8,0.8000000000000002,0.8
27,100,3,5000.0,50000.0,reverse_fill,14.181972026824951,0.8260869565217391,0.8260869565217391,0.8260869565217391
28,100,3,5000.0,inf,,14.474836111068726,0.8,0.8000000000000002,0.8
