,n_trees,n_interval,min_length,interval_type,time,accuracy,f1,recall
175,5000,5,10.0,rp,8.551287412643433,0.8,0.8000000000000002,0.8
176,5000,5,20.0,rp,8.841152429580688,0.808695652173913,0.808695652173913,0.808695652173913
177,5000,5,50.0,rp,8.85282301902771,0.8,0.8000000000000002,0.8
178,5000,5,100.0,rp,8.90227222442627,0.7913043478260869,0.791304347826087,0.7913043478260869
179,5000,5,200.0,rp,8.992480039596558,0.782608695652174,0.782608695652174,0.782608695652174
180,5000,10,5.0,rp,12.7261962890625,0.7913043478260869,0.791304347826087,0.7913043478260869
181,5000,10,10.0,rp,12.59128212928772,0.782608695652174,0.782608695652174,0.782608695652174
182,5000,10,20.0,rp,13.027560234069824,0.808695652173913,0.808695652173913,0.808695652173913
183,5000,10,50.0,rp,12.519171476364136,0.808695652173913,0.808695652173913,0.808695652173913
184,5000,10,100.0,rp,12.454505681991577,0.8260869565217391,0.8260869565217391,0.8260869565217391
185,5000,10,200.0,rp,12.987377882003784,0.808695652173913,0.808695652173913,0.808695652173913
186,5000,20,5.0,rp,18.642709970474243,0.8,0.8000000000000002,0.8
187,5000,20,10.0,rp,19.073881149291992,0.8,0.8000000000000002,0.8
188,5000,20,20.0,rp,18.991356372833252,0.808695652173913,0.808695652173913,0.808695652173913
189,5000,20,50.0,rp,19.371902465820312,0.808695652173913,0.808695652173913,0.808695652173913
190,5000,20,100.0,rp,19.79694628715515,0.808695652173913,0.808695652173913,0.808695652173913
191,5000,20,200.0,rp,20.565823078155518,0.8260869565217391,0.8260869565217391,0.8260869565217391
192,5000,50,5.0,rp,38.38665413856506,0.808695652173913,0.808695652173913,0.808695652173913
193,5000,50,10.0,rp,38.622056007385254,0.808695652173913,0.808695652173913,0.808695652173913
194,5000,50,20.0,rp,38.4347198009491,0.808695652173913,0.808695652173913,0.808695652173913
195,5000,50,50.0,rp,38.91502833366394,0.7913043478260869,0.791304347826087,0.7913043478260869
196,5000,50,100.0,rp,39.003944396972656,0.8173913043478261,0.817391304347826,0.8173913043478261
197,5000,50,200.0,rp,39.317471504211426,0.808695652173913,0.808695652173913,0.808695652173913
198,5000,100,5.0,rp,68.14072108268738,0.808695652173913,0.808695652173913,0.808695652173913
199,5000,100,10.0,rp,69.10547661781311,0.808695652173913,0.808695652173913,0.808695652173913
200,5000,100,20.0,rp,69.23471426963806,0.808695652173913,0.808695652173913,0.808695652173913
201,5000,100,50.0,rp,68.94056749343872,0.808695652173913,0.808695652173913,0.808695652173913
202,5000,100,100.0,rp,71.59946894645691,0.8173913043478261,0.817391304347826,0.8173913043478261
203,5000,100,200.0,rp,72.47983288764954,0.8260869565217391,0.8260869565217391,0.8260869565217391
204,5000,200,5.0,rp,128.71939277648926,0.8173913043478261,0.817391304347826,0.8173913043478261
205,5000,200,10.0,rp,127.40981817245483,0.8173913043478261,0.817391304347826,0.8173913043478261
206,5000,200,20.0,rp,128.20862078666687,0.8173913043478261,0.817391304347826,0.8173913043478261
207,5000,200,50.0,rp,129.8597936630249,0.8173913043478261,0.817391304347826,0.8173913043478261
208,5000,200,100.0,rp,130.24248957633972,0.8173913043478261,0.817391304347826,0.8173913043478261
209,5000,200,200.0,rp,131.80422925949097,0.8347826086956521,0.8347826086956521,0.8347826086956521
210,100,3,0.05,p,1.6954891681671143,0.808695652173913,0.808695652173913,0.808695652173913
211,100,3,0.1,p,1.7212638854980469,0.8260869565217391,0.8260869565217391,0.8260869565217391
212,100,3,0.2,p,1.756378412246704,0.8173913043478261,0.817391304347826,0.8173913043478261
213,100,3,0.3,p,1.8228254318237305,0.808695652173913,0.808695652173913,0.808695652173913
214,100,3,0.5,p,1.82224702835083,0.8260869565217391,0.8260869565217391,0.8260869565217391
215,100,3,0.7,p,1.9075767993927002,0.808695652173913,0.808695652173913,0.808695652173913
216,100,5,0.05,p,2.704231023788452,0.782608695652174,0.782608695652174,0.782608695652174
217,100,5,0.1,p,2.7393085956573486,0.8173913043478261,0.817391304347826,0.8173913043478261
218,100,5,0.2,p,2.7557334899902344,0.8434782608695652,0.8434782608695653,0.8434782608695652
219,100,5,0.3,p,2.8086535930633545,0.8173913043478261,0.817391304347826,0.8173913043478261
220,100,5,0.5,p,2.929443359375,0.808695652173913,0.808695652173913,0.808695652173913
221,100,5,0.7,p,3.023310422897339,0.8347826086956521,0.8347826086956521,0.8347826086956521
222,100,10,0.05,p,5.132568597793579,0.808695652173913,0.808695652173913,0.808695652173913
223,100,10,0.1,p,5.135021686553955,0.8260869565217391,0.8260869565217391,0.8260869565217391
224,100,10,0.2,p,5.35876989364624,0.7913043478260869,0.791304347826087,0.7913043478260869
225,100,10,0.3,p,5.391412019729614,0.8173913043478261,0.817391304347826,0.8173913043478261
226,100,10,0.5,p,5.658802032470703,0.8260869565217391,0.8260869565217391,0.8260869565217391
227,100,10,0.7,p,5.999809980392456,0.8260869565217391,0.8260869565217391,0.8260869565217391
228,100,20,0.05,p,10.392210483551025,0.8173913043478261,0.817391304347826,0.8173913043478261
229,100,20,0.1,p,10.637568235397339,0.8173913043478261,0.817391304347826,0.8173913043478261
230,100,20,0.2,p,10.777970790863037,0.8260869565217391,0.8260869565217391,0.8260869565217391
231,100,20,0.3,p,11.050166606903076,0.8434782608695652,0.8434782608695653,0.8434782608695652
232,100,20,0.5,p,11.232534408569336,0.8260869565217391,0.8260869565217391,0.8260869565217391
233,100,20,0.7,p,11.662362337112427,0.8173913043478261,0.817391304347826,0.8173913043478261
234,100,50,0.05,p,24.789878129959106,0.8347826086956521,0.8347826086956521,0.8347826086956521
235,100,50,0.1,p,25.152689218521118,0.8434782608695652,0.8434782608695653,0.8434782608695652
236,100,50,0.2,p,25.753557920455933,0.8260869565217391,0.8260869565217391,0.8260869565217391
237,100,50,0.3,p,26.19829487800598,0.8521739130434782,0.8521739130434782,0.8521739130434782
238,100,50,0.5,p,27.154252290725708,0.8173913043478261,0.817391304347826,0.8173913043478261
239,100,50,0.7,p,28.05195951461792,0.8173913043478261,0.817391304347826,0.8173913043478261
240,100,100,0.05,p,48.82153058052063,0.8347826086956521,0.8347826086956521,0.8347826086956521
241,100,100,0.1,p,49.07833242416382,0.8434782608695652,0.8434782608695653,0.8434782608695652
242,100,100,0.2,p,50.56813621520996,0.8260869565217391,0.8260869565217391,0.8260869565217391
243,100,100,0.3,p,51.34671330451965,0.8434782608695652,0.8434782608695653,0.8434782608695652
244,100,100,0.5,p,53.493879556655884,0.8260869565217391,0.8260869565217391,0.8260869565217391
245,100,100,0.7,p,55.901740074157715,0.8260869565217391,0.8260869565217391,0.8260869565217391
246,100,200,0.05,p,97.5344831943512,0.8347826086956521,0.8347826086956521,0.8347826086956521
247,100,200,0.1,p,97.84772253036499,0.8347826086956521,0.8347826086956521,0.8347826086956521
248,100,200,0.2,p,101.0613911151886,0.8521739130434782,0.8521739130434782,0.8521739130434782
249,100,200,0.3,p,102.55104756355286,0.8347826086956521,0.8347826086956521,0.8347826086956521
250,100,200,0.5,p,106.46673560142517,0.808695652173913,0.808695652173913,0.808695652173913
251,100,200,0.7,p,111.92698121070862,0.8260869565217391,0.8260869565217391,0.8260869565217391
252,200,3,0.05,p,1.844017744064331,0.808695652173913,0.808695652173913,0.808695652173913
253,200,3,0.1,p,1.8614892959594727,0.8260869565217391,0.8260869565217391,0.8260869565217391
254,200,3,0.2,p,1.8724982738494873,0.8173913043478261,0.817391304347826,0.8173913043478261
255,200,3,0.3,p,1.9423041343688965,0.808695652173913,0.808695652173913,0.808695652173913
256,200,3,0.5,p,1.9835822582244873,0.8173913043478261,0.817391304347826,0.8173913043478261
257,200,3,0.7,p,2.0233092308044434,0.808695652173913,0.808695652173913,0.808695652173913
258,200,5,0.05,p,2.841256618499756,0.7913043478260869,0.791304347826087,0.7913043478260869
259,200,5,0.1,p,2.883056402206421,0.8347826086956521,0.8347826086956521,0.8347826086956521
260,200,5,0.2,p,2.966209888458252,0.808695652173913,0.808695652173913,0.808695652173913
261,200,5,0.3,p,3.016256332397461,0.8260869565217391,0.8260869565217391,0.8260869565217391
262,200,5,0.5,p,3.1053481101989746,0.8173913043478261,0.817391304347826,0.8173913043478261
263,200,5,0.7,p,3.198930263519287,0.8347826086956521,0.8347826086956521,0.8347826086956521
264,200,10,0.05,p,5.318057298660278,0.8,0.8000000000000002,0.8
265,200,10,0.1,p,5.299972057342529,0.8260869565217391,0.8260869565217391,0.8260869565217391
266,200,10,0.2,p,5.5383734703063965,0.7913043478260869,0.791304347826087,0.7913043478260869
267,200,10,0.3,p,5.5806262493133545,0.808695652173913,0.808695652173913,0.808695652173913
